,filename,source,subset,class,plant,pred
16641,321e0205-71b9-438d-baf3-e6429b301689___Matt.S_CG_1657.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16643,325ed9c5-08df-49cd-9317-1e3364a3687e___Matt.S_CG_7773.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16646,32acbdf3-0c99-4a5d-b40e-f5dd906ba4ec___JR_Sept.L.S_2494.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16663,34a98498-bbe1-4ba8-ac6b-158adb2de2b9___Matt.S_CG_0828.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16665,351f1c94-36f5-44a6-9cc2-0766e8db5cfd___Matt.S_CG_1465.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16666,3551440d-d4bd-4da7-8bac-345fec2c55ee___Matt.S_CG_1451.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16673,360b7f05-4513-42cb-aaf2-03e1e5473fa3___Matt.S_CG_1258.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16674,3633c989-bce5-4cfc-bb1c-49cc1976f0b4___Matt.S_CG_6012.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16678,36cf7d2c-a820-4311-9d16-443e04e13a15___Matt.S_CG_0700.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16682,3764603c-7343-4eb1-9698-5b709f5a6369___JR_Sept.L.S_2561.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16690,38c97982-c658-43c9-8641-bfbe851ef61c___Keller.St_CG_1955.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16695,3931a2cf-5122-47f2-bff0-509460130890___Matt.S_CG_1139.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16698,3a287000-0306-4202-8eca-41ead0c1634c___Matt.S_CG_2440.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16710,3c553993-c2e9-40f3-b65e-5fa1170b5bb7___Keller.St_CG_1839.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16712,3d42d770-69c1-421e-ae00-56f8d0bd500f___Matt.S_CG_7414.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16713,3d638a43-43eb-4f93-85bf-b1cc41ab117f___Matt.S_CG_0751.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16715,3d9cf11d-eb78-481a-a94a-ca6629b757a0___Matt.S_CG_7453.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16720,3e36cafb-f2f4-4c51-9853-85fd7f1eb817___Keller.St_CG_1795.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16728,3fc5146d-71b5-4764-8a78-481e098e661e___Matt.S_CG_2752.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16729,3ff747b1-7cec-42e2-a938-9af10afeab8c___Matt.S_CG_1285.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16732,40705363-7a06-44d7-a4ff-a3b040ca6e70___Matt.S_CG_7683.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16736,40b13cf8-a4ca-4d0b-9e76-6f40f38ea063___Matt.S_CG_0773.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16737,411a47e8-e401-41c3-a183-42dad13aaa9a___Matt.S_CG_7742.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16740,4193a3fe-d859-4354-b9e7-ec143f24ca01___JR_Sept.L.S_2579.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16741,41dadfd3-6e73-4057-b909-5512dfe64631___JR_Sept.L.S_8544.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16744,422a0165-cc1b-4fb5-ab34-d0fe610fb0df___Matt.S_CG_0672.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16745,426b2853-faed-40cc-8154-d721fd00fdf2___Matt.S_CG_2770.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16748,43660e03-52a8-4451-bcd4-3b4806be2276___Matt.S_CG_6721.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16750,43f78d0c-798d-4466-83f6-49e84d6a9fad___JR_Sept.L.S_2473.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16752,443ae8f5-c06b-4ed2-af1d-1fd6feddea32___JR_Sept.L.S_2476.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16756,4467daac-1e75-4b6f-868d-9dcb5016bd1e___Matt.S_CG_7436.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16758,44bd40a3-c64b-45c5-b0e1-3b3ad132daa5___Matt.S_CG_2454.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16759,44eb0d62-ff10-4a60-bd2f-fc74300474b3___JR_Sept.L.S_2495.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16760,4542fa9a-b83f-47d0-b1ae-f85cd84816da___Keller.St_CG_1911.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16762,45776444-6428-486a-bb79-c1e1cbde4994___Matt.S_CG_7569.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16765,45c3dbbf-94eb-4e9e-9f09-b93609f6db7d___JR_Sept.L.S_2543.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16769,4685caac-cd9f-45ff-b1c6-58bdc706d0c7___Matt.S_CG_6762.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16771,47540ec0-31bf-4ad5-84e9-601d0d0829e4___Matt.S_CG_6002.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16772,478166d9-2113-429f-86a0-f60b877a133a___Matt.S_CG_1394.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16774,47b7c127-2842-42ef-8deb-fffeb63eff5b___Matt.S_CG_6159.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16779,48bad913-fbef-4845-bc2d-dbc06f0c2bcc___Matt.S_CG_7790.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16782,491d430e-fdc0-4235-8632-bf41b3455fc5___Matt.S_CG_7784.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16784,49680a31-cb91-4694-9609-4aad7079dd77___Matt.S_CG_6155.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16786,49c6df4f-6528-479b-af7d-613aed9a0026___Keller.St_CG_1890.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16787,4a07823f-bbfe-4880-bbae-59fd1ae9de33___Matt.S_CG_6687.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16789,4a2f0e3e-8769-4550-a111-7755bc2c74db___Matt.S_CG_7846.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16790,4a699992-4610-4a4f-98d3-942fc402731a___Matt.S_CG_2679.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16797,4c245d49-912e-4521-a1ee-53df9f9a6959___Matt.S_CG_6295.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16800,4c7b64ad-9bc8-4f71-b481-13ab966f8d6a___Matt.S_CG_7393.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16808,4dc663c9-994d-4204-ae40-30d5eab53bc9___Matt.S_CG_0678.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16809,4dca99fe-1184-4728-874c-f902bc48f934___JR_Sept.L.S_8453.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16810,4e41fd20-20df-48ef-9e9b-d916950ceda8___Matt.S_CG_1309.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16811,4e868db4-c951-461f-ab77-562aa6456746___JR_Sept.L.S_8553.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16813,4ebf92f9-6f78-4a23-a244-35c89106ea18___Keller.St_CG_1808.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16815,4f45a4b4-342b-4422-87b9-8386a6801ba1___JR_Sept.L.S_2566.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16818,4ff7ff02-1fce-4994-bea2-bc46bd60fa4f___JR_Sept.L.S_8501.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16826,50edb95e-13c7-485a-800e-97620b705e8b___Matt.S_CG_7816.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16828,51357363-ec5f-4e60-a8ad-43911cd15c16___Matt.S_CG_7854.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16838,52db895b-cdf5-4f06-8da7-d24c5701be62___Matt.S_CG_2687.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16841,53587f20-0646-4ba9-9124-c2ccbd6e31e6___JR_Sept.L.S_2555.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16844,53bd5f98-4343-4421-bf83-f970bce432bb___JR_Sept.L.S_8509.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16845,53d795c2-0784-4d1e-b475-a54dd3e5a6a1___Matt.S_CG_7479.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16846,53f04b6f-afa0-44ca-906b-477462819a65___JR_Sept.L.S_8546.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16847,53f65bdf-e5cc-4e3a-a672-43ac0edc8f24___Matt.S_CG_6098.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16849,54004f4a-6645-410f-ba96-5d3055522667___JR_Sept.L.S_2515.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16852,54647a38-830d-49c7-b96c-f96ece03494a___Matt.S_CG_7585.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16854,547f63fd-7d0e-4815-b750-65e66cb523aa___Matt.S_CG_7741.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16855,548506b9-119b-47a9-b5c6-7c13abb7887b___Keller.St_CG_1811.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16859,54cf4681-e4b4-4a9d-9c7b-0745c8dae7a1___Matt.S_CG_1100.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16864,5521170e-a89f-4bb5-aa54-224a9d278d36___Keller.St_CG_1913.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16868,557ea0dc-f4bd-416f-9faa-e0c894c9d440___Matt.S_CG_7564.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16870,55f8b668-6288-4fb2-81f6-7adf029aa69a___JR_Sept.L.S_2527.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16875,56d9c252-fe48-4a39-8264-8bfce1f8ba2a___JR_Sept.L.S_2562.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16876,56e5932f-b715-40e3-b9b8-caef91f725db___JR_Sept.L.S_2568.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16883,57f2b102-2002-4421-b303-13d75a164fd9___Matt.S_CG_7694.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16884,57fd9d9a-57d0-4282-af8c-e2b4aa04b517___Keller.St_CG_1874.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16885,58109a13-2788-48f4-9829-1ea54e002a3c___JR_Sept.L.S_2637.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16889,58e242dd-6204-4a64-a520-e50d1f61c326___Keller.St_CG_1956.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16893,598ba6a8-8887-4d61-97b7-5a0814aa8e2f___Matt.S_CG_7637.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16896,59bf9a0a-7c6f-44d7-ae59-b987b59b7af4___Matt.S_CG_6180.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16900,5a79c447-4d9d-4daf-81a6-c23a00480a93___Matt.S_CG_2473.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16901,5a821b14-10d8-49ad-9e16-be2eeef81d4f___Matt.S_CG_7434.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16908,5ba3b6f4-7b05-4588-8063-078c48268e88___Keller.St_CG_1935.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16921,5e23a1a8-d7b8-4bf4-9f02-941159d8ed44___JR_Sept.L.S_8382.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16925,5e94a35b-bce1-4db7-a31d-86a73847e4c2___Matt.S_CG_1065.JPG,plant_village,test,septoria_leaf_spot,tomato,potato
16931,5f6a639a-a545-4778-b5e8-c45a62cacfe2___Matt.S_CG_0812.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16937,607b27f9-5ab5-427a-a2f8-4ca986d6e7b7___JR_Sept.L.S_2650.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16938,609fec75-fdd5-4adc-8748-121c9420e813___JR_Sept.L.S_2485.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16939,60d8fd31-85d1-4fe8-a4fa-29d306150287___JR_Sept.L.S_8433.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16946,621d2c81-5c1c-4ad1-b0a3-db1b74530f5a___Matt.S_CG_1073.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16948,6273769c-3dc6-44ae-ac79-2597e5697778___Keller.St_CG_1867.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16949,62983399-98ab-4972-905b-85582d226b03___Matt.S_CG_7823.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16950,62b56c32-fdd9-41c4-bf32-46b53d3c6ece___JR_Sept.L.S_2483.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16951,6353ab0f-fb71-4a41-8404-2e8a62a1e7b9___Matt.S_CG_7418.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16955,63ee749d-3285-4bcd-9adc-4771fda912b0___Matt.S_CG_6751.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16956,63f2b877-9787-4da3-af27-350609736524___Matt.S_CG_2863.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16957,63ff8ff8-0b4e-4587-8dd0-6961c34b370a___JR_Sept.L.S_2686.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16959,6423beae-af76-4630-a3e4-f59977457971___Keller.St_CG_1900.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16960,643d1473-b609-4a67-bc28-8dcc7b22c46b___JR_Sept.L.S_8354.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16964,64c0b28c-5985-44cb-9891-a728c2acda7a___JR_Sept.L.S_8467.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16971,663f412f-6bb7-4e89-aac6-683d87e92638___JR_Sept.L.S_8376.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16973,66a84685-549a-4278-825f-5236a60a5149___Keller.St_CG_1852.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16976,6747e2b4-5b8a-4c82-94b8-0145e32d81de___Matt.S_CG_7570.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16982,68cf01d5-6039-4114-a073-07437f37cbe3___Matt.S_CG_1283.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16986,6918835e-c3c4-4c9d-a212-35c1b9766f11___Matt.S_CG_0715.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16991,698e5bfc-c6fe-4562-8b7b-3398b351e175___Matt.S_CG_7768.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16992,698e8882-1c94-496e-a920-1cfbf5bb25ae___JR_Sept.L.S_2666.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16995,69a33a83-20e3-420f-a5a7-b2e73c16e13f___Matt.S_CG_6227.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
16998,6a3ae349-27f8-468c-a1ad-7ddfc31e3435___JR_Sept.L.S_2471.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17000,6aad1489-2ff3-4b26-a037-45e56f572ad7___JR_Sept.L.S_2690.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17004,6bb03663-2989-4c0b-8aba-bedc9e3430eb___JR_Sept.L.S_2607.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17005,6bda66a5-562c-4ad9-9e14-7d76dcbd4eef___Keller.St_CG_1880.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17013,6d01e191-a269-45c0-9212-53a678c037b3___Keller.St_CG_1932.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17014,6d1173c5-9374-46a5-ba0d-e2f72b95e6b2___Matt.S_CG_7851.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17016,6d8ec33d-fbf6-433d-acd9-feaa72ab839a___Matt.S_CG_7609.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17018,6dd10d1f-99af-4292-be90-aa038682da34___Matt.S_CG_1006.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17019,6de3f347-a423-4c54-aa6f-bd80efa674e2___Matt.S_CG_6164.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17025,6e585c69-cde5-4a6c-ac40-24951f72e16a___Keller.St_CG_1964.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17026,6e62204d-cfcf-4b46-8889-b98fc1821b47___Keller.St_CG_1872.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17029,6ee71e64-8b63-4f36-9bad-2893317445b4___Matt.S_CG_0685.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17036,6fedc093-cd0a-4aae-8a93-aa9fea75bf6c___Keller.St_CG_1947.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17038,702a5117-4fee-46b6-bd3b-980ad9496dea___Matt.S_CG_6094.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17040,70a115b2-9402-4523-9510-9a932e784a3e___Matt.S_CG_1369.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17054,721a3f17-639a-4e5f-adcc-6e21ec90330f___Keller.St_CG_2002.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17060,73fea91d-3582-461b-8aec-236c78f6b1cd___Matt.S_CG_0799.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17067,752557e9-4f69-4faa-888e-2fcf32747c5a___Matt.S_CG_6542.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17069,75766b07-f03c-4c54-bd34-05fecb240dbf___Matt.S_CG_7466.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17088,77afbf01-7a6e-421a-838e-224b2988c0f7___JR_Sept.L.S_8515.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17090,77c5b76c-3b81-4174-892d-640c97ba7f48___JR_Sept.L.S_2714.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17094,792ed9e1-9911-4fd6-9202-931d7d6e4fd9___Matt.S_CG_1095.JPG,plant_village,test,septoria_leaf_spot,tomato,potato
17098,79962b01-7b73-4486-b91e-a7ec898b8156___Matt.S_CG_6635.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17104,7a54f605-84c0-4344-8fbd-69bd6b34eebd___JR_Sept.L.S_8547.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17106,7a7c032c-bc58-43c0-9bf7-26be8baf2660___Matt.S_CG_7605.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17112,7b0a795b-c370-40fe-b7ab-8308f73bee07___Matt.S_CG_6691.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17115,7b5194d6-e0cf-4bc3-bb97-a1c6568e9bdc___Keller.St_CG_1773.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17116,7b563a37-5a9a-4e6a-a1fb-f3d3e7c6027a___Matt.S_CG_6648.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17118,7bf7886a-7ec1-4f4a-92be-5d18b6450ee1___JR_Sept.L.S_8362.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17121,7c464f54-8a3e-45ad-a900-d7164e44cc0d___JR_Sept.L.S_8534.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17122,7c92fec0-46dd-4130-bf41-b054e974edff___Keller.St_CG_2007.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17127,7cf44ad2-ebda-483c-b7f3-f010747e7cd7___Matt.S_CG_7613.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17131,7d2e7df9-0b0d-49dc-8161-7601f1cdcf5f___JR_Sept.L.S_2552.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17137,7d807e8c-9e18-40e3-bc9b-599987279985___Matt.S_CG_1510.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17138,7dd7354c-7c02-4086-8b19-e6d8d4083c29___Matt.S_CG_6250.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17139,7dedb154-b3a3-4f5c-b529-9c44d4e3cd23___Matt.S_CG_7375.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17140,7df39eb0-7372-4386-a09f-d04e446296da___Keller.St_CG_1783.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17145,7ed442ab-2005-4fe8-98a6-82b1b4d7f1a9___Keller.St_CG_1843.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17149,7f89a8ce-00bd-4305-9b4a-fe1e7b57fdab___JR_Sept.L.S_2654.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17150,7f9588b9-0bdc-4c29-9d84-bddf86c9c453___Matt.S_CG_7383.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17151,7fa38347-d1e6-4d31-9b90-50ac10cd11ee___Keller.St_CG_1988.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17156,80b30519-3893-4ce1-89f2-49230f25ccad___Matt.S_CG_1529.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17157,80c8fa6d-e374-40ad-8399-fdb626640e82___JR_Sept.L.S_2675.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17161,817905e4-d07e-43d3-8b2a-d7819a62abaa___Matt.S_CG_7729.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17171,82d5214a-d849-426c-b718-f3d9ab2f777d___Matt.S_CG_6287.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17176,836825c5-3bc5-492f-9287-e086a02af35c___JR_Sept.L.S_2492.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17182,84836cba-6362-4e3b-b86c-d84f91d186ce___JR_Sept.L.S_2499.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17183,84c0ad52-6b43-43fc-8112-d14f1e9c94c0___Matt.S_CG_6871.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17184,84d1824a-dff7-4bd9-b623-1f5d6a5f014e___Matt.S_CG_7687.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17186,850fd7db-de0c-4bd8-b869-ffbaa4a3a320___Keller.St_CG_1807.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17188,8579043f-4082-47cc-80d4-a6fd37ebc9af___Matt.S_CG_6003.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17199,867fb710-fcd0-407b-ae58-1f04eb1db822___JR_Sept.L.S_2535.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17201,86f5ea7a-75c7-4732-a71a-c7bc0717f847___Matt.S_CG_7604.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17207,87e254da-f3ea-4127-9a08-ed12180da6de___Matt.S_CG_6334.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17210,8849f6f6-644f-4d0b-8fbd-0902b6206ead___JR_Sept.L.S_2459.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17212,8867f395-6399-49f4-ba70-a4b48593676d___Matt.S_CG_7496.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17215,88e591ff-3daa-4c31-ad6a-97ee433b57cd___Matt.S_CG_1270.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17220,8a7b0bc4-2641-4674-9ce7-6b69ab55f388___Matt.S_CG_6816.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17222,8a90ed3e-79fb-40e4-b3f6-005013452e32___JR_Sept.L.S_2565.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17223,8aa69183-3423-4d4e-88a2-640508f2ed4b___Matt.S_CG_6613.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17225,8ae83365-7729-450a-9a49-328ae36155af___JR_Sept.L.S_2510.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17231,8bcfea5e-26a6-4a7a-9a36-068298b89029___JR_Sept.L.S_8429.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17232,8be9c468-c2d3-40cd-bfc9-21c94fc81d0a___JR_Sept.L.S_2564.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17233,8bf151ef-d3ca-47f9-b2d0-685ba9c5f229___Matt.S_CG_1453.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17234,8bf6fb90-0c85-4adf-a416-1c4c54ea5782___Matt.S_CG_6009.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17237,8c73d17b-4821-4e52-9627-3914f7c89bce___JR_Sept.L.S_8481.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17239,8cbaba7f-8b0b-4eea-a4ed-afd375a7c55a___JR_Sept.L.S_2720.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17241,8cfa4da1-02a0-4d53-80cb-ca8f92b05f47___Matt.S_CG_2880.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17245,8d9de432-48bb-4a21-9288-6ea97064edb8___Keller.St_CG_1917.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17248,8e15b503-716a-4aa4-83f8-62c7d9aae2f1___Matt.S_CG_7655.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17250,8e31852e-12b6-413d-9f09-c4d7608326b5___JR_Sept.L.S_2487.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17252,8e5a724e-60a2-4cb7-9c77-639c36739b20___Matt.S_CG_7398.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17258,8f3956a3-1d30-4df2-bac5-993ca9d335f8___Keller.St_CG_1886.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17261,8f7043f7-a79e-4c9b-86d2-80b032b659b6___JR_Sept.L.S_2684.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17269,90aea036-5a0f-49da-b344-118c8b108c84___Matt.S_CG_7767.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17272,9102ff1d-7934-408e-bc0b-ca2694f46b76___Matt.S_CG_2870.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17273,9143d8ef-3d8a-48e8-9345-a5eb988091ef___Matt.S_CG_6821.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17276,920f7311-a00a-421f-8c93-f2e84dddd9fa___Matt.S_CG_2540.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17277,92a8d3b2-6f19-4f93-9e5f-1adf2e491a9d___Matt.S_CG_2495.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17286,93d905ab-5def-4105-80b8-d85f54258a4a___Keller.St_CG_2028.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17289,94290034-9eeb-42ac-ae71-a34a31de918a___Matt.S_CG_7502.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17290,9440c32c-d801-4641-9977-a518c736dc17___Matt.S_CG_7374.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17294,9451437a-5608-4354-bc46-6762c3a87e7a___Matt.S_CG_7814.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
17296,9472f447-6fe5-40f2-a25a-847323e8ca6c___JR_Sept.L.S_2624.JPG,plant_village,test,septoria_leaf_spot,tomato,tomato
